sessionid,userid,channel
441fb119-9ab0-49ba-97ab-a41e53386a82,655,Youtube
07358177-ba6d-416e-9d81-11ef1f462cc5,655,Naver
6bf2a2dd-6091-43d7-84a4-daa72fb30c0e,655,Naver
82d2c29c-5b26-45fd-bec3-b93bab5d1899,655,Youtube
f32db940-55cc-4459-bf90-f0f320863213,655,Facebook
260d4cf0-a1d2-4e7b-891b-06ad908d02d5,655,Organic
aa629b59-4d16-4acd-b17a-92a93b9be420,655,Youtube
71006319-b001-4010-8a16-b9dac4f93e64,655,Naver
32dd3a5b-ba7e-43fa-8553-f93a1c8fecf4,655,Naver
94eac55f-ffe0-43fa-a87a-e7d517d4d5de,655,Google
7d8f5e56-e691-4cb3-912f-ba94ca080961,655,Instagram
38a97f8e-205f-4a8d-8873-44a22728ab35,655,Facebook
b4dd54d8-d7e8-4ab8-a308-705933d40ba1,615,Youtube
4a093d43-6be0-4521-a259-9b65dd01499e,615,Instagram
fa412f22-0ad4-46a3-ab66-38cbcdcd85f6,615,Naver
f7f48955-8f34-41d3-ba32-05870410cf86,615,Google
7357b0a4-74b2-4694-815b-d4f278ce708e,615,Google
367d0203-809f-4742-8d4f-9e2a5dc8d057,615,Instagram
cb467563-2368-4142-8709-0dd160ed0ca9,615,Facebook
da8d24d8-cbaf-4f63-ba86-2f55fe5180d6,615,Facebook
567fc770-8c5c-4f4b-84df-a1b7d06cb311,615,Youtube
c4ddc07a-7cc2-42d6-b517-90946b8215aa,615,Facebook
ccc52bc5-b508-4958-a8bc-9ececeb1c6f1,615,Naver
520e302e-a55d-4c61-82a4-8429699ef225,615,Facebook
f68372cf-9e24-4b37-9e63-5c7c43531e9d,615,Facebook
e36b3ea2-1626-4a4d-bfbe-446fa377c5ab,615,Instagram
c6d33412-6f55-407f-a6f0-4c75b08e13a7,615,Facebook
912d2bb2-715a-4579-9336-7a04086b07df,615,Organic
22d882e4-6823-423f-baa3-9af9847c87d7,302,Facebook
170a6395-892a-4ffb-a251-a9e2f33ba19a,302,Organic
d7a099fc-204c-4263-9887-7df48c0921e9,302,Youtube
ff3a895d-59b1-4261-8da8-ba709d33d1f5,302,Organic
bb64f7d8-a0bd-45c2-897f-3ffc375d33a8,302,Youtube
286a7913-b5c6-40d4-908c-d6c09f5be16d,302,Instagram
191f8104-ccfd-4626-8a9d-b8f13aae9276,762,Facebook
1a477281-d821-4526-9439-8fb349e1a52f,762,Instagram
64b27ded-f140-4295-94ac-629e0331abe5,762,Youtube
4257b052-97a3-4e3d-99bb-3ccc29a6517f,762,Youtube
9aed7e23-3be1-4881-b04e-e2f16184eef0,762,Youtube
e2ce4a92-5cf8-4d1c-b0ec-7d199dc2a3e7,762,Google
d39ff5ea-f344-49e6-a971-196de79d5ea6,762,Google
96478e05-5d08-4147-b65b-4bdfd018e045,691,Google
155f41ca-bfb3-45f6-8d97-c59284438e53,691,Youtube
dc269486-6d71-4d08-a99d-10e97ec4e650,691,Instagram
bea6fa1c-9f04-4071-8aba-06148b151d5c,691,Instagram
1d2b876b-5884-4e15-a81f-dbb9664a4333,691,Instagram
06a2f547-7cde-43e0-af79-656d14cccab5,691,Google
d86567d5-1cf5-48e6-95bb-2ce8e76de0d3,691,Google
af2f0293-60d2-440a-b5f4-31b069e47f04,691,Instagram
b931f803-9cd4-4e26-a13d-dc978a12ca66,691,Naver
85f882d2-2906-4f5d-815c-d718d50eb2ab,691,Facebook
9076e089-dcf5-42d2-a783-88421f839be8,691,Facebook
97f8c066-4e00-46ab-b3c7-a5b658a4208f,84,Youtube
11ed85d2-00f5-4b35-80c4-027b15130c2b,84,Organic
97d625f1-0e53-4515-9b1e-aa30ce34ad2f,84,Google
18fc67fb-8811-4a9a-b487-98dbd0b3cdfd,84,Organic
7534940c-aaed-4553-b311-4e1c239b0530,84,Naver
4c873d7e-bc46-45a4-94d0-27d103ab45d4,84,Naver
07abdbaf-33ca-4900-81d3-c03a0906e201,84,Naver
7c74e82d-53fa-417c-bbcc-a79f2a288f4b,84,Naver
e2fbdd3e-35e9-4fff-9ac7-0706413288ff,84,Facebook
2d78e8f8-2e58-499e-8a3e-d615f0a503b8,84,Instagram
ce7f44b4-25d7-45d3-8389-cc680d15eec7,84,Google
6d9b4b91-20d6-445c-be1c-fc81d06763fd,84,Naver
b4472aa7-8b1c-472b-ba5f-bf9a3671f55c,84,Instagram
5a001f7f-59e7-416b-b0f3-3f6062560eaa,84,Facebook
c0aaaabb-5f20-4410-a87d-313fc4a8a731,84,Facebook
5defa461-aa30-4b80-ab99-f04d31d98536,84,Google
219f8dd0-c836-4bfa-ac63-28feb96ab86d,84,Youtube
6bb24456-32e9-4378-8e76-b766c6cca279,84,Youtube
ee76e536-3565-49ac-bb5b-e07b0fb1f3ec,84,Facebook
83107e44-6ad4-4b45-a88c-586f63cbf828,84,Youtube
b8d7c045-33bf-4454-bd30-31e4e7b511bf,760,Google
b3c07b00-7e1c-4e43-a1b3-a241adc9909a,760,Instagram
24b05e91-803e-49da-837f-6e4709451093,760,Facebook
f4f041d3-3ee9-45a2-8052-2c3146e14749,760,Google
f4cc2164-9ea6-4af8-90d0-e829c126e045,760,Naver
dfb5f674-8e74-4fcd-84c8-b7d3bd5fb1ea,760,Organic
3c1dd624-cfa0-428f-9bcb-ac74adb1000f,760,Google
edd3a287-97bc-4ec0-a999-39cb92fd8227,760,Naver
462e553a-52a9-42fd-94d5-2125ab920c0f,760,Instagram
3a86d33b-cbdf-435e-a85e-02669ec2360a,50,Naver
2852547c-1a6e-4075-9e15-dd1a96c73f7e,50,Organic
1dd64fab-a469-4d59-92d0-c5df75f9d25e,50,Google
1b06fb1b-3afc-4d2b-9737-083036b33832,50,Naver
683cb497-46fe-4c6f-b0fb-f30f2a0d73e0,50,Instagram
84cd282c-f515-41cf-b6f7-dfe4a6657b37,50,Organic
ffe7d340-d55e-4063-8f6a-e96c4725a711,50,Facebook
9cc31dd1-55ef-4af6-a7cc-2212e8ce2ff5,50,Naver
c9654f0b-42c2-43d8-8012-4752ca39645c,50,Facebook
29a3de8c-4581-4d45-9b6a-4e0f6ae6a454,50,Youtube
d92939c4-cdf3-4e9e-a091-61080d5a6b26,50,Youtube
2ff06f84-5c17-4d6c-b01a-8d9f78cce260,50,Naver
a7f2b8a0-18aa-468d-8568-088659f73eb4,50,Naver
66804703-f825-4b15-8aa5-ddbe619513b0,50,Google
e91387d2-4751-4639-ab22-a72f765575bb,50,Google
f79f2b7a-1188-4bb0-908a-f68ff7a4766a,50,Naver
557fc452-1a97-479f-a3cf-5408494bd351,50,Instagram
b42eecd0-1d5f-4841-8fd4-55355ada3b92,50,Naver
ee97dc43-156c-4552-9bf8-12804199bf44,50,Organic
841b107f-4692-4116-8e38-b1c1c20eb1b9,721,Facebook
0be31864-eb1f-4681-b9a5-0d69fb2815f2,721,Google
81045b04-7b50-4810-9172-88bb00453f0b,721,Organic
ac2da89a-8d82-49d6-b8a6-3c45155e121d,721,Naver
06bbca6c-2b01-44f6-9a58-4270e35ff061,721,Google
82fd968a-4367-4704-a098-7be1d1b7df62,721,Google
a80fd392-901f-48f3-813c-cef3adc281ac,721,Google
0980cb06-862e-4fe7-8ee3-4fca0a425f4b,721,Instagram
c30c4a95-5dc4-45d9-a6d5-dbc74a5c9992,721,Instagram
bec76a6b-434b-4fef-ab85-4710e2e629f6,721,Naver
72458761-9dd8-4ea0-aa77-ecf717a681fe,721,Naver
1d138808-29e6-42a0-93ba-a6463256c3d5,721,Organic
70a910f6-05ac-4117-b959-a5fb0cec3bcb,721,Facebook
cce553b5-353a-4744-9b8a-0dad3c0c5f22,721,Organic
29df0088-9f88-42c3-9536-18bb2f4121dd,721,Facebook
62d3b8f7-a6a4-475b-b31c-2717c892c9e9,195,Instagram
8798d996-a979-45df-a3db-58ab0e7cff27,195,Facebook
1e2259c3-ecb5-461f-8bcf-09a8aa867596,195,Instagram
ea4f5a4c-b891-471e-a8b1-a470832004d5,195,Naver
540f08f2-1e14-4dbd-8be1-16383bd53086,195,Google
8fda57f4-db37-4acd-b90e-925b00f96b69,195,Instagram
d9855ceb-b743-46ca-86b7-0e70967b809a,195,Instagram
07e7ba14-fb5c-4328-a78a-8933af979b7c,195,Instagram
243dff59-7fb4-442d-9878-885b22a6bb3c,195,Google
ce587b9c-4e76-463d-b1bb-d0d822dbe163,195,Instagram
8c6a7db2-4e7c-4480-a6b4-cedf0a0d618a,195,Youtube
acb5375e-1b6e-4cb4-9422-bcca83b08a12,195,Facebook
9594fb49-0ef0-4088-8c0a-394e61b1e6da,195,Google
2976492c-acf4-4378-ae2d-29708817d13e,195,Facebook
4843d5f6-2854-47ad-99b0-65077801f376,195,Organic
35e7e2b8-cf45-45e7-816e-b8969d7a648b,881,Facebook
4e9021be-9dba-4fb2-8c6b-9913d1a0ac6a,881,Google
79bb0e4d-9edc-49f1-8572-047eae618132,881,Facebook
0cc4d690-617a-4eb0-bcd5-f35050c64818,881,Naver
36b3d6c6-d891-4f79-bf77-112315456492,881,Naver
f17dd02b-de8a-405c-a82e-8013eb020ee4,881,Google
f7a9ec93-84d0-4258-a881-f00b4034339f,881,Facebook
ae0a8251-85db-409d-ae58-77b0074c7329,881,Youtube
c5a450df-babf-4fe9-93d9-afe53dd28b0b,881,Instagram
57be6472-7098-44bc-9dcd-2251f1678aed,881,Google
80264585-36ac-4d79-bae5-249347c5b0e1,881,Youtube
726c9f94-65fb-453b-b625-1a9fd0fb5e5f,881,Organic
7e5406bc-3bc7-4333-a653-e042543b4a07,454,Youtube
84b8a288-2a70-4c96-8596-1e46b5f6cc14,454,Facebook
4e00b0cd-3205-49d5-a4d0-1f1076c5af6d,454,Youtube
9741929f-ecf2-4ea4-ac04-2323ccb339d2,454,Organic
8d4264b3-1e9b-4986-be0e-732ea4e8f1a2,454,Organic
6a871dd2-7399-4494-8c36-864bb8772ba8,454,Facebook
2a34e8f3-7292-479b-a841-602a908a24a9,454,Google
0adcf390-506c-49ff-8869-83850232a710,393,Youtube
ab2d68ac-c450-459a-82d8-9b5579048f13,393,Youtube
075f6924-6bd1-40e4-bc97-cd6d716135eb,393,Youtube
fba757c1-101f-4961-8347-885380682e9c,393,Instagram
29f8f2f2-657e-42ca-8937-3fe3bc1f0991,393,Organic
e1616b4f-233c-4646-bbcd-7001a0b09e3c,393,Facebook
5a8c4e2c-1285-43b9-b014-f0177e5a2446,393,Organic
6f494a87-ed51-483c-aa19-a52f1930dfde,393,Google
069a4208-078b-454f-af3f-7af6505bb871,393,Instagram
271a6d63-1437-45c3-b7fa-1e578ac6243f,393,Youtube
a601c132-ae29-4309-a557-d468d408e13c,393,Facebook
339a650f-7577-4e85-8135-402f987d3f62,393,Google
d140a084-7709-469d-9f2e-09f0a0461e87,393,Google
4ec50c1c-541e-4d50-9afa-9900248ea25c,393,Youtube
bad61b38-c893-4a16-8a28-b6eec6082662,393,Google
4688dcec-719b-4456-8062-e67533840046,393,Organic
a501ef89-f18d-445b-9512-828f00b0a407,393,Youtube
c49b9fa5-6a58-4d25-bf8e-4411657123cc,109,Facebook
77c279cc-a33a-4d54-aa30-e5aa4a809776,109,Youtube
53340235-773d-40a2-9f58-d1a25afed0b9,109,Facebook
20f63c35-e23e-4e32-954a-cca528e1df07,109,Organic
1d86fef8-1613-4aa6-a95c-e444b76a70c2,964,Facebook
388f30eb-1e7d-4c5c-b355-4c935ed78c97,964,Youtube
08295212-ad11-4f60-8302-27a7389ae8dc,964,Instagram
75a26d05-d6a2-4648-aabe-3c0f6b752270,964,Youtube
5f5fb18c-75d3-49d7-b5d4-0367c5ac1b0f,492,Youtube
50e04257-2bb1-404e-92d9-bc2e65abd25f,492,Google
754158fd-90f1-43c0-9959-56784adbe1b8,492,Facebook
0bf6e4f1-ed29-45ac-8d4a-24e0e8bfac5a,492,Naver
2c80e9ba-7033-4cf2-b8dc-cd7598613d25,492,Instagram
507b6bd8-a6d1-4fcf-9a92-35575832da76,492,Facebook
769c0f75-889c-49cb-89f4-d53d28aeecc2,492,Facebook
48cc5559-8b7e-47c4-892a-d3778733b60f,736,Facebook
41cf5e84-e475-4955-9ac0-809bbaff7d0a,736,Naver
28780e30-7a72-41b5-bf02-d8c1dc1ede20,736,Youtube
c1fad795-d8ac-4855-a644-d1b2def32b90,736,Organic
8ac4b838-0004-4a85-a9f2-4c78456773e3,736,Instagram
25b76d5d-2af7-4ba1-a4f9-28619564e4bd,736,Google
69c3e08a-ee14-4117-ba67-5811275e73f0,736,Google
04b9bf50-f1a9-4f31-80db-a84bd04a5a58,736,Naver
a5964077-d3f0-4071-afe0-b437158d1e1b,610,Instagram
478226fa-418e-4b62-a9f2-3af733e101f8,610,Youtube
b60ff539-c1f4-4993-ac3c-b28fe49853c3,610,Organic
6ae39552-baf7-447c-9c19-5301cf34a8b7,610,Organic
ff0d2764-8f0b-49eb-8a85-b13b5a85d47e,610,Google
a07c0f0c-eac6-40cb-b6ef-94e3f2821873,610,Facebook
25e31ff8-504b-4324-95a3-913230968de5,610,Organic
eed708d7-0446-4c28-ad03-2513dab6533f,610,Naver
7c049673-0c36-49ec-bb4b-aa5a1127a5f3,610,Youtube
8892baa6-3e7e-4d33-9203-905effadd8d8,610,Instagram
8138ce87-3ff0-407b-8d80-e0eeffa7c9ef,610,Naver
1a2b2009-272c-4eba-aaec-2e347ac9ee8a,610,Google
c040e2ff-fee7-4378-be73-d3033ed99fec,610,Google
bb18d91a-5551-4a88-a510-f65fb852d4ef,598,Google
9b46ef2d-64b7-4789-bb86-81352338edb5,598,Facebook
1aaeee85-ecf8-4bfe-8da5-1a073b421eda,598,Organic
8c88eb38-db2a-46c5-8537-05b8dffcd8fd,598,Youtube
e947adab-26c9-40a1-9d31-beb11d0f5d7c,598,Organic
156eafd1-0357-4256-a718-8cfe7c303895,598,Facebook
11f183fc-eea9-42a2-90a3-5678d6db7a52,598,Organic
2a76bef3-c95d-429f-8b24-45a5cd88038e,598,Naver
30ae66ad-ff3f-408a-a322-642174bd6852,598,Organic
442b600e-1492-461a-9da1-5e9f0bfd30cd,598,Google
1b59d1dc-6474-4ca3-bdea-fa9f11f0a235,598,Facebook
23d5fbe5-e2f0-4cd5-a03e-d962e0779eb9,598,Naver
593f5b24-5739-4846-ae6b-2d9d6596183a,598,Instagram
fbdda1e7-ebcf-4766-a63f-0c8adcb59d5a,598,Organic
572d61b5-a00a-4ce0-8dca-c37c8a249101,989,Instagram
b9248850-cb3b-4999-9c24-5d24901d52d5,989,Youtube
f14711bf-9682-490a-8da6-be9cffab1385,989,Instagram
cc53df26-156f-4376-a078-5b05450a93e0,989,Organic
ef44a968-c568-4b52-9e03-2ae8f334a742,989,Instagram
81bfc0db-2214-4686-b856-57c191403463,989,Instagram
b4e5e4e7-3f8e-4387-8071-73b4e1a05465,989,Organic
5d16cc3b-1ab3-4a26-91ab-376f0ce631fc,989,Organic
4d151fd9-1571-4dcb-bf1d-92936367edba,989,Youtube
2d4451e5-b666-44af-b001-c221f352d1a1,989,Youtube
f35d9f90-dbb9-45c2-b3e5-8a09667498c0,989,Organic
0f5a1aac-8d7f-48ca-860f-b9cd6fa28ced,989,Youtube
38027160-3626-4942-b3bc-d3624d173396,989,Facebook
980b22c7-0e42-4698-9e6f-7e9b35d9cea4,989,Youtube
bc95dd98-0ba3-4c05-bf57-33ef5e2ac664,989,Instagram
153afd75-226d-4b91-9c9c-fa24d4a1933a,989,Organic
3a510578-e3e8-4e46-907e-ae2a1532f206,989,Organic
e564e894-53c3-491f-9cdf-b8a8a66b4079,989,Organic
9eedc881-b12a-48f0-8786-9e1c951f8617,989,Organic
29296640-e46d-4f23-8553-239c2d6fe5c3,951,Youtube
533947d9-8592-455e-9a15-496a1bd090fd,951,Organic
1fbae18a-88bb-48d8-a141-547c90186841,951,Google
868b491d-ee5f-4abd-a2c1-3db4ff28b98f,951,Youtube
29b41950-9642-45da-8cd7-1fb3dc3dee20,130,Organic
ae41b662-5357-4980-bd76-93f4e2eda709,130,Naver
1b04fc49-6592-41b2-a053-cbaf71d1f3b6,130,Instagram
053b34a5-c732-4d96-9e24-f75da6878e9d,130,Facebook
2df66207-7a0f-4e55-8504-06ce039387ee,130,Youtube
48affd00-ecc8-4b9c-9577-2ba61d583b18,130,Google
70f80f19-de4a-4f7c-8723-eeb185ff42f1,130,Google
6a822788-4efd-4c46-8f01-fa13f735a735,130,Google
04e23eb9-c1a6-4919-a514-74fe9cad6c56,130,Naver
22ef5721-b220-4c2f-838b-b42a0523ed1d,849,Naver
ff515123-349f-4ea1-a1dd-51aba656b26f,849,Naver
0ae74622-d457-42ed-8fd2-64cfd1b67f8d,849,Organic
3c937da6-ed66-40f0-a89a-24c40771ef81,849,Facebook
71fa5888-72f0-4b55-8022-00835c795816,849,Organic
e73afa44-8f74-4fc9-9c4f-cec98aafa436,849,Facebook
fc75517f-5d80-495d-be8c-a3aab913118a,849,Organic
664300ae-d724-4a35-bd34-95df1768048a,173,Google
f5e214d5-6b47-4ec6-87b8-1b841569b897,173,Facebook
6eef4d15-22fe-4e64-a78f-105d4b13117e,173,Naver
f4acfa22-e4ea-4f62-9153-95726c2529a3,173,Instagram
f58a8eaa-28e9-4a82-b4f3-e89243ac8552,173,Organic
e1de5d0d-f4fa-436c-b653-c228f673ec89,173,Youtube
93d08af3-cd68-41d2-bf58-d5c2d52dae38,173,Youtube
c96fad40-a7e7-4c57-a510-219a73e5b895,173,Organic
b2d6d6d2-fbc2-42f7-a2c7-883304b90a56,173,Organic
e5d96a7f-d87e-46ed-be95-1ef8aae32325,173,Google
2bf816f6-f00d-4271-a935-9ba3678f1ba1,173,Organic
8ce68aa2-f873-4eb5-9345-a008fedcbd11,173,Organic
b1096177-4c0d-4f09-a710-6eb594cf4ab5,173,Naver
f72340f4-1cb0-41ce-9f8c-9b3172ff05d6,173,Instagram
914730e6-cc7f-4235-b856-ee1a28daceaf,173,Instagram
83f1baee-17a8-486e-b9ef-b43055772442,173,Youtube
f95400a4-26db-49c1-a991-6e963fe27be5,173,Google
059409ec-e796-442a-a26d-cd872cc8ffca,173,Youtube
b69cf0e0-496c-4230-9e35-bf612fed46c9,173,Facebook
23717d56-66ba-4e4f-bcaf-8e17d4874e72,173,Instagram
017fd351-9d36-4f55-bfeb-fdb867cb71a1,825,Organic
25070965-fd25-437e-90b1-68986c35e3e4,825,Naver
f0720cd6-959e-4e65-84a6-0cae51bd4e16,825,Google
a6ca65a7-eed9-438d-823c-b4c021e055f3,825,Youtube
b2a032f2-3ffb-463e-a0ac-aef4c5690861,825,Instagram
37c08bca-a128-4993-89d4-4a966d457b06,825,Google
925fd8a3-91e4-440b-ae06-583a6910f212,825,Youtube
e35896a2-6341-4af5-a9fc-32f63f4e082a,825,Google
bfc036f3-bc08-40b9-bc44-d1e29661dd7a,825,Organic
4a0a500a-ebc7-4fc7-8994-c07d8ecc3178,825,Google
b34b6d2d-42b8-4b4a-9d96-2e4d00be62b3,825,Youtube
9e77d7bd-a11c-42bd-8cfb-a26ad52f9949,742,Facebook
3108b0e4-d320-4d06-b48f-5993d038a58c,742,Organic
bff93f85-0513-4f86-bf05-93647dc4b785,742,Organic
7e4d8bfc-207e-480c-be4e-63da3f52ec3f,742,Google
97f688b4-5803-4168-8ec9-1bfac86313c7,742,Google
cce77f83-4fdd-4a96-bfc6-d6906e2c8ee5,742,Google
912b3d08-d0ed-4e97-aefa-337a8a9bcc91,742,Youtube
10bb8b6b-d64e-4dd8-8681-da299904c3ac,742,Naver
8a9da783-4502-4e2d-82fe-3ae7fbab84fb,742,Naver
aea05801-37d7-40e9-89a9-1602156b6843,742,Instagram
9190961d-dd40-4f35-af99-70309268f51e,868,Organic
185c2daa-92d8-4ab4-9fdb-e07d5248fe24,868,Facebook
cd719268-dad1-451a-aa40-d84f503b8477,868,Instagram
1d4cc541-1dd3-4e4a-9b7c-d39485a4125b,868,Youtube
702787bf-abae-4cd6-8854-b7909af4db60,868,Instagram
c943c170-5f80-4b8e-92e5-a1d7ec68980e,868,Facebook
7d35033b-3840-4a8f-88cd-4aa5c2d5c0d2,868,Naver
32cf070c-667c-4c75-a296-85170da67494,868,Youtube
79bd2781-1193-41e9-820a-40985c488e5d,868,Organic
dec7279d-a40e-42b3-82f9-a6341fa1892b,657,Youtube
3a08d251-ab42-4f84-80a3-9b8fc14975e8,657,Organic
e9d96562-1289-4d21-a898-3c4ffa731f59,657,Organic
59813cdc-f4c9-498c-9496-081ee815ea54,657,Instagram
7ad1b988-1bd6-4e99-a739-1ed6ee9a72ef,657,Naver
f8b7c477-cb7e-4058-bca0-6140a30062de,657,Organic
6f2f4bc8-5add-42d6-8727-5cba4c5186ff,657,Facebook
0105e1d1-70f2-407a-afd5-9980b18c4a1c,657,Google
7e1f141d-779e-4c08-a730-abd9902d57b9,657,Instagram
2261ea15-09a8-49e5-8036-df629317c2c4,657,Youtube
77868aa1-e18f-4228-ad96-6023ea3e9f87,657,Google
f7369db6-2058-487a-bcf3-e5019f9b825b,657,Google
108d5b16-ec03-4c93-ac32-dcfac16065ad,657,Youtube
07cd087d-03a9-4bbb-a848-796b151b364c,657,Youtube
e196eea8-7813-424f-b5ee-ac4e9b1f8fde,572,Organic
f512ca8d-437f-4dcb-b6f6-2c371857218d,572,Facebook
9c11cddc-cd93-4589-9ec0-444b4fb36df3,572,Facebook
10551f79-656b-419c-904f-9604c4e2ea24,572,Instagram
1cc6206f-2ecb-4b56-a473-ba1994bc3aa7,572,Naver
0a746865-f544-413d-95f2-746d89650c46,572,Google
4962dc5a-ffae-40bd-b9ea-0991c810abdb,572,Naver
baddfd64-eb30-4aa9-b59b-172ecf7d7b0e,572,Naver
ca61505c-25f7-4b1a-ad82-efad29ba0bff,928,Naver
e6417a18-0879-497c-8077-b4b1fb9688e7,928,Naver
70da9b0a-00f8-4d76-bc76-ac970404b4ce,928,Organic
ff54f4f3-cb36-4522-a0b5-1e212963b65c,928,Organic
f025d40d-35af-419a-8b3d-92388b44baec,928,Naver
55c9c60a-f0ea-4189-ae33-6b4eb7bb4e8a,928,Youtube
9bec981c-995d-46e7-96b6-6d8604177b2a,928,Organic
08e72203-27ae-496b-932c-1ed9d9f389b0,928,Organic
95c3442d-24ae-4986-a8ad-bbdac008aa83,928,Youtube
53c45dd7-abcd-4003-a12e-77e93490d9dc,928,Naver
15c16bf5-1bbb-4aa1-83cb-995b4103ee35,928,Naver
f7252ce5-e0e8-4033-bf40-589ca6b7c554,928,Naver
810932d1-89fe-4a2d-aae6-9493ac2e746d,928,Facebook
9e8374ba-d7d3-4d06-8313-e71b606803f9,928,Instagram
b5888684-294c-466e-b3c3-4d76c2bf5e30,928,Instagram
9d482a88-5064-41a3-9c4d-cab4d4118f02,928,Organic
fb39a5ad-5917-4c46-a952-e87ff1aef3f6,928,Instagram
58853bd5-f327-4346-a28d-d37463d32835,338,Youtube
25368c83-7ff5-48e2-ac6b-a7329afdd5d9,338,Youtube
7d52e2a0-e234-453e-92b2-8b981f17a25d,338,Youtube
1d223b9f-6669-4b42-81b4-6a1fca64e47a,338,Instagram
489487f6-d40b-4653-8997-40dc06011ae8,338,Naver
858a7e0c-71ae-47c7-8ed6-95bf3e2d5168,338,Naver
5679e75f-b8ac-46e4-b581-64ef06cf730a,338,Organic
ceb0fdca-09e3-4ee7-b06e-44600721b3e8,338,Naver
44b19c48-c1c8-4a27-9209-d959e45e4a67,338,Google
bb59c8b7-6ab2-4280-bcd6-3cc4e2a32088,338,Facebook
30272960-9ee9-48a2-aa09-b6b130a80e17,338,Google
68f8ceb2-e6ee-48a1-a39f-9d382542bdce,338,Google
afb037b6-be52-4607-b2fb-7c89088691ee,338,Google
139900ee-62e9-463c-951b-7f890b474354,338,Organic
225ceea9-2ff5-4771-94be-84fa7a66d860,845,Organic
cb2e50fa-7e82-44ce-898f-f6e960c02ac6,845,Naver
f0afab82-7749-4ffe-bb0c-0bddcb4b3c1d,845,Organic
cd8ffb98-9cf4-41d0-8ea5-8c05c005f418,845,Youtube
edf3c4df-32f8-4062-a32e-6f1a7f4b0c58,845,Google
f324effe-a1dc-4e7a-832e-617051d41b03,845,Instagram
06a66f16-ce17-409f-a01a-276cdae53370,845,Youtube
51ba8cc2-fce2-44a5-a146-e34a15c5ad27,845,Naver
