sessionid,userid,channel
2ab369ef-70be-4912-98e9-43260478cac3,235,Naver
84d6463a-0758-476a-aee3-aaaa9592ce0e,235,Organic
6a5f898a-ea2c-400a-80cb-b6e5d1dd0016,235,Facebook
4dcc6790-8ec0-44af-8ded-f92c1168e645,235,Google
f62928be-e97b-494f-822f-99c6cda10722,235,Organic
7476abc9-e93c-4a6e-8fcb-fd3b1207c659,235,Facebook
6c652bd3-1ea0-44c4-90ed-faae6923ba50,235,Naver
fb7b2654-17b1-4b19-b502-ecaf2c83c780,319,Facebook
a7d5fa04-d07a-4387-8fb9-3c6959d10eb2,319,Organic
30a133e8-b4f7-47ba-88c0-ae8ec6381e16,319,Instagram
cb528057-259d-434e-8cab-6d5df42c2f46,319,Facebook
8813a48e-8838-404a-a733-10c12ca829bb,718,Organic
786d2a34-475c-4d70-8d10-abde42144807,718,Youtube
59dd8fcd-09f4-4832-b934-2f9d57d33e6b,718,Naver
bbacd752-6a44-4ed8-8630-5168300ec969,718,Google
6f874ac1-caba-455d-a852-84408ed7a596,954,Naver
49975631-e928-4931-9178-29d7423d7946,954,Naver
48348f03-7fd4-4916-84ea-52cc108d80f3,954,Youtube
92e14022-f4bf-4e60-a906-3b70713beff6,954,Facebook
1015aad0-9446-4fbf-ba90-5dcdfdf8b3af,700,Instagram
6272cb26-bfb0-4c62-9c18-a3626a1a40c8,700,Google
8c4a6a36-3ce8-4cfd-912d-da5005979002,700,Youtube
2c35f314-ccdc-41e6-a6aa-2c58fbf8bf03,700,Organic
c1b738a8-6ed4-483d-8ba5-e4ef5ab1e9c4,700,Google
e3b43f3c-fcb8-4f2b-b8eb-2bd943a13c58,700,Instagram
e0d08843-2b55-4a36-9e2e-ec2440d4a07c,700,Instagram
6705d5dc-d364-49ee-9271-ead24e10ed83,700,Youtube
0633b317-4ca1-40c6-9734-39c7094e68dd,700,Instagram
dad41ae3-23c4-478d-b36d-4bd89bb77a8e,700,Google
593294af-85be-43e9-898e-00f84b593fa5,700,Naver
13ce3cb7-0f04-44b2-b3ad-938ee99c1cea,700,Google
5ea1eb48-97c8-43ca-bc46-a15d2e6f9f70,700,Organic
d54aac2d-0865-46d9-ad57-daa7ec17d831,700,Facebook
506cacf6-f6dd-4ce8-b77d-c827b87c5a61,700,Google
505c8988-4d11-4730-939b-7614873e38a0,700,Organic
675201ce-5c32-4572-9970-024e6ed69b2c,700,Google
59ca7b7b-e3d4-4d27-a540-313fce198fe7,563,Google
da6bb81f-3acf-4947-a9b3-a77b7e10a90f,563,Youtube
4819f82a-765d-4df9-99bc-6a1c4f0b1d6c,563,Naver
b5dfa0a4-ed21-4d03-99e0-8fd9ea367cd6,563,Organic
c0012e7c-6b16-40a9-a65f-11c907f950a5,563,Organic
eb7383da-8d66-4c73-87da-3c217518203b,563,Google
07536085-ba1a-4ef8-80bb-ab7c77f3c2b1,563,Instagram
27d55e13-b60a-4478-8819-4f91585f5f0e,563,Instagram
da511747-182a-43cc-889c-f06c83158812,563,Naver
29549ec6-e3b9-42d4-b178-8f4772cd098f,563,Naver
b6cd8fb9-b603-4bde-af68-66fd98a0dae5,563,Google
563eee48-3886-46bf-83bc-b2341edd3997,563,Youtube
cca3e4bf-b8c6-4135-9ccc-b7901829143b,563,Youtube
897981be-086c-4fa4-9089-c8bbc73a3f04,563,Organic
0cab2d09-4bbf-437f-9fa8-8bf1e6ce3702,184,Naver
fb2eda30-65a5-41c1-8487-07de2de10d2d,184,Facebook
